features,k,n_samples,pos,neg,max_depth,min_samples_leaf,auc_loocv,acc_loocv,sens_loocv,spec_loocv,err
"group,age,snap_sural_nerve",3,35,18,17,3,2,0.9019607843137254,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"diabetes_type,age,snap_sural_nerve",3,35,18,17,3,2,0.9019607843137254,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"diabetes_type,age,sex,snap_sural_nerve",4,35,18,17,3,2,0.9019607843137254,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"group,diabetes_type,age,sex,snap_sural_nerve",5,35,18,17,3,2,0.9019607843137254,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"group,diabetes_type,age,snap_sural_nerve,sas",5,35,18,17,3,2,0.9019607843137254,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"diabetes_type,age,sex,npsi",4,35,18,17,4,2,0.9019607843137254,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"group,hba1c_pct,npsi",3,35,18,17,4,3,0.9019607843137254,0.7714285714285715,0.7777777777777778,0.7647058823529411,
"diabetes_type,hba1c_pct,npsi",3,35,18,17,4,3,0.9019607843137254,0.7714285714285715,0.7777777777777778,0.7647058823529411,
"diabetes_type,sex,hba1c_pct,npsi",4,35,18,17,4,3,0.9019607843137254,0.7714285714285715,0.7777777777777778,0.7647058823529411,
"group,hba1c_pct,npsi",3,35,18,17,4,2,0.9019607843137254,0.7714285714285715,0.7777777777777778,0.7647058823529411,
"group,sex,hba1c_pct,npsi",4,35,18,17,4,2,0.9019607843137254,0.7714285714285715,0.7777777777777778,0.7647058823529411,
"group,hba1c_pct,sas,npsi",4,35,18,17,4,2,0.9019607843137254,0.7714285714285715,0.7777777777777778,0.7647058823529411,
"diabetes_type,hba1c_pct,sas,npsi",4,35,18,17,4,2,0.9019607843137254,0.7714285714285715,0.7777777777777778,0.7647058823529411,
"group,diabetes_type,hba1c_pct,sas,npsi",5,35,18,17,4,2,0.9019607843137254,0.7714285714285715,0.7777777777777778,0.7647058823529411,
"group,diabetes_type,hba1c_pct,npsi,ienfd_per_mm",5,35,18,17,4,2,0.9019607843137254,0.7714285714285715,0.7777777777777778,0.7647058823529411,
"group,sex,hba1c_pct,sas,npsi",5,35,18,17,4,2,0.9019607843137254,0.7714285714285715,0.7777777777777778,0.7647058823529411,
"group,sex,hba1c_pct,npsi,ienfd_per_mm",5,35,18,17,4,2,0.9019607843137254,0.7714285714285715,0.7777777777777778,0.7647058823529411,
"diabetes_type,sex,hba1c_pct,sas,npsi",5,35,18,17,4,2,0.9019607843137254,0.7714285714285715,0.7777777777777778,0.7647058823529411,
"diabetes_type,sex,hba1c_pct,npsi,ienfd_per_mm",5,35,18,17,4,2,0.9019607843137254,0.7714285714285715,0.7777777777777778,0.7647058823529411,
"group,age,snap_sural_nerve,npsi",4,35,18,17,4,3,0.9003267973856208,0.8857142857142857,0.9444444444444444,0.8235294117647058,
"diabetes_type,age,duration_months,npsi",4,35,18,17,4,3,0.9003267973856208,0.8857142857142857,0.9444444444444444,0.8235294117647058,
"group,age,sex,snap_sural_nerve,npsi",5,35,18,17,4,3,0.9003267973856208,0.8857142857142857,0.9444444444444444,0.8235294117647058,
"group,age,snap_sural_nerve,nis_ll,npsi",5,35,18,17,4,3,0.9003267973856208,0.8857142857142857,0.9444444444444444,0.8235294117647058,
"group,age,snap_sural_nerve,sas,npsi",5,35,18,17,4,3,0.9003267973856208,0.8857142857142857,0.9444444444444444,0.8235294117647058,
"diabetes_type,age,duration_months,npsi,ienfd_per_mm",5,35,18,17,4,3,0.9003267973856208,0.8857142857142857,0.9444444444444444,0.8235294117647058,
"diabetes_type,age,snap_sural_nerve,nis_ll,npsi",5,35,18,17,4,3,0.9003267973856208,0.8857142857142857,0.9444444444444444,0.8235294117647058,
"group,diabetes_type,age,npsi",4,35,18,17,4,2,0.9003267973856208,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"group,age,sex,npsi",4,35,18,17,4,2,0.9003267973856208,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"group,diabetes_type,age,sex,npsi",5,35,18,17,4,2,0.9003267973856208,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"group,diabetes_type,duration_months,npsi",4,35,18,17,3,4,0.9003267973856208,0.8,0.8333333333333334,0.7647058823529411,
"group,sex,duration_months,npsi",4,35,18,17,3,4,0.9003267973856208,0.8,0.8333333333333334,0.7647058823529411,
"diabetes_type,sex,duration_months,npsi",4,35,18,17,3,4,0.9003267973856208,0.8,0.8333333333333334,0.7647058823529411,
"group,diabetes_type,duration_months,npsi",4,35,18,17,4,4,0.9003267973856208,0.8,0.8333333333333334,0.7647058823529411,
"group,sex,duration_months,npsi",4,35,18,17,4,4,0.9003267973856208,0.8,0.8333333333333334,0.7647058823529411,
"diabetes_type,sex,duration_months,npsi",4,35,18,17,4,4,0.9003267973856208,0.8,0.8333333333333334,0.7647058823529411,
"diabetes_type,age,nis_ll,sas,npsi",5,35,18,17,4,3,0.8986928104575163,0.9142857142857143,0.9444444444444444,0.8823529411764706,
"group,duration_months,hba1c_pct,sas",4,35,18,17,3,4,0.8986928104575163,0.8857142857142857,1.0,0.7647058823529411,
"diabetes_type,duration_months,hba1c_pct,sas",4,35,18,17,3,4,0.8986928104575163,0.8857142857142857,1.0,0.7647058823529411,
"group,diabetes_type,duration_months,hba1c_pct,sas",5,35,18,17,3,4,0.8986928104575163,0.8857142857142857,1.0,0.7647058823529411,
"group,sex,duration_months,hba1c_pct,sas",5,35,18,17,3,4,0.8986928104575163,0.8857142857142857,1.0,0.7647058823529411,
"diabetes_type,sex,duration_months,hba1c_pct,sas",5,35,18,17,3,4,0.8986928104575163,0.8857142857142857,1.0,0.7647058823529411,
"diabetes_type,age",2,35,18,17,4,3,0.8986928104575163,0.8857142857142857,1.0,0.7647058823529411,
"diabetes_type,age,sex",3,35,18,17,4,3,0.8986928104575163,0.8857142857142857,1.0,0.7647058823529411,
"diabetes_type,age,sex,sas",4,35,18,17,4,3,0.8986928104575163,0.8857142857142857,1.0,0.7647058823529411,
"group,age,nis_ll",3,35,18,17,4,2,0.8986928104575163,0.8857142857142857,1.0,0.7647058823529411,
"group,diabetes_type,age,snap_sural_nerve",4,35,18,17,3,3,0.8986928104575163,0.8571428571428571,0.9444444444444444,0.7647058823529411,
"group,age,sex,snap_sural_nerve",4,35,18,17,3,3,0.8986928104575163,0.8571428571428571,0.9444444444444444,0.7647058823529411,
"diabetes_type,age,snap_sural_nerve,sas",4,35,18,17,3,3,0.8986928104575163,0.8571428571428571,0.9444444444444444,0.7647058823529411,
"group,age,nis_ll,npsi,ienfd_per_mm",5,35,18,17,3,3,0.8986928104575163,0.8571428571428571,0.9444444444444444,0.7647058823529411,
"group,diabetes_type,age,snap_sural_nerve",4,35,18,17,4,3,0.8986928104575163,0.8571428571428571,0.9444444444444444,0.7647058823529411,
"group,age,sex,snap_sural_nerve",4,35,18,17,4,3,0.8986928104575163,0.8571428571428571,0.9444444444444444,0.7647058823529411,
"diabetes_type,age,snap_sural_nerve,sas",4,35,18,17,4,3,0.8986928104575163,0.8571428571428571,0.9444444444444444,0.7647058823529411,
"group,diabetes_type,age,snap_sural_nerve,npsi",5,35,18,17,4,3,0.8986928104575163,0.8571428571428571,0.8888888888888888,0.8235294117647058,
"group,sex,nis_ll,npsi",4,35,18,17,3,2,0.8970588235294117,0.8857142857142857,1.0,0.7647058823529411,
"group,duration_months,nis_ll,npsi",4,35,18,17,3,2,0.8970588235294117,0.8857142857142857,1.0,0.7647058823529411,
"group,nis_ll,sas,npsi",4,35,18,17,3,2,0.8970588235294117,0.8857142857142857,1.0,0.7647058823529411,
"diabetes_type,duration_months,nis_ll,npsi",4,35,18,17,3,2,0.8970588235294117,0.8857142857142857,1.0,0.7647058823529411,
"diabetes_type,nis_ll,sas,npsi",4,35,18,17,3,2,0.8970588235294117,0.8857142857142857,1.0,0.7647058823529411,
"group,diabetes_type,age,nis_ll,npsi",5,35,18,17,3,2,0.8970588235294117,0.8857142857142857,1.0,0.7647058823529411,
"group,diabetes_type,nis_ll,sas,npsi",5,35,18,17,3,2,0.8970588235294117,0.8857142857142857,1.0,0.7647058823529411,
"group,sex,nis_ll,sas,npsi",5,35,18,17,3,2,0.8970588235294117,0.8857142857142857,1.0,0.7647058823529411,
"diabetes_type,sex,nis_ll,sas,npsi",5,35,18,17,3,2,0.8970588235294117,0.8857142857142857,1.0,0.7647058823529411,
"diabetes_type,age,npsi",3,35,18,17,4,2,0.8970588235294117,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"group,diabetes_type,age,sex",4,35,18,17,3,3,0.8954248366013071,0.8857142857142857,1.0,0.7647058823529411,
"diabetes_type,age,sas,npsi",4,35,18,17,3,3,0.8954248366013071,0.8857142857142857,1.0,0.7647058823529411,
"group,diabetes_type,duration_months,nis_ll",4,35,18,17,3,2,0.8954248366013071,0.8857142857142857,1.0,0.7647058823529411,
"group,diabetes_type,age,sex",4,35,18,17,4,3,0.8954248366013071,0.8857142857142857,1.0,0.7647058823529411,
"group,age,snap_sural_nerve",3,35,18,17,3,3,0.8954248366013071,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"diabetes_type,age,snap_sural_nerve",3,35,18,17,3,3,0.8954248366013071,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"group,age,hba1c_pct,npsi",4,35,18,17,3,3,0.8954248366013071,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"diabetes_type,age,sex,snap_sural_nerve",4,35,18,17,3,3,0.8954248366013071,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"diabetes_type,age,hba1c_pct,npsi",4,35,18,17,3,3,0.8954248366013071,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"group,diabetes_type,age,sex,snap_sural_nerve",5,35,18,17,3,3,0.8954248366013071,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"group,diabetes_type,age,snap_sural_nerve,sas",5,35,18,17,3,3,0.8954248366013071,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"group,age,hba1c_pct,nis_ll,npsi",5,35,18,17,3,3,0.8954248366013071,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"diabetes_type,age,sex,hba1c_pct,npsi",5,35,18,17,3,3,0.8954248366013071,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"diabetes_type,age,hba1c_pct,nis_ll,npsi",5,35,18,17,3,3,0.8954248366013071,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"diabetes_type,age,snap_sural_nerve,npsi",4,35,18,17,3,2,0.8954248366013071,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"group,diabetes_type,age,snap_sural_nerve,npsi",5,35,18,17,3,2,0.8954248366013071,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"group,diabetes_type,age,hba1c_pct,npsi",5,35,18,17,3,2,0.8954248366013071,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"group,age,snap_sural_nerve",3,35,18,17,4,3,0.8954248366013071,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"diabetes_type,age,snap_sural_nerve",3,35,18,17,4,3,0.8954248366013071,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"diabetes_type,age,sex,snap_sural_nerve",4,35,18,17,4,3,0.8954248366013071,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"group,diabetes_type,age,sex,snap_sural_nerve",5,35,18,17,4,3,0.8954248366013071,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"group,diabetes_type,age,snap_sural_nerve,sas",5,35,18,17,4,3,0.8954248366013071,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"group,diabetes_type,age,sex,hba1c_pct",5,35,18,17,4,2,0.8954248366013071,0.8285714285714286,0.8888888888888888,0.7647058823529411,
"group,age,sas,npsi",4,35,18,17,4,3,0.892156862745098,0.9142857142857143,1.0,0.8235294117647058,
"group,age,snap_sural_nerve",3,35,18,17,3,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"diabetes_type,age,snap_sural_nerve",3,35,18,17,3,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"diabetes_type,hba1c_pct,sas",3,35,18,17,3,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"group,diabetes_type,age,snap_sural_nerve",4,35,18,17,3,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"group,age,sex,snap_sural_nerve",4,35,18,17,3,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"group,age,snap_sural_nerve,nis_ll",4,35,18,17,3,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"group,age,snap_sural_nerve,sas",4,35,18,17,3,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"group,age,snap_sural_nerve,npsi",4,35,18,17,3,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"diabetes_type,age,sex,snap_sural_nerve",4,35,18,17,3,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"diabetes_type,age,snap_sural_nerve,nis_ll",4,35,18,17,3,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"diabetes_type,age,snap_sural_nerve,sas",4,35,18,17,3,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"diabetes_type,age,snap_sural_nerve,npsi",4,35,18,17,3,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"group,diabetes_type,age,sex,snap_sural_nerve",5,35,18,17,3,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"group,diabetes_type,age,snap_sural_nerve,nis_ll",5,35,18,17,3,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"group,diabetes_type,age,snap_sural_nerve,sas",5,35,18,17,3,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"group,diabetes_type,age,snap_sural_nerve,npsi",5,35,18,17,3,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"group,age,sex,snap_sural_nerve,nis_ll",5,35,18,17,3,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"group,age,sex,snap_sural_nerve,sas",5,35,18,17,3,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"group,age,sex,snap_sural_nerve,npsi",5,35,18,17,3,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"group,age,snap_sural_nerve,nis_ll,sas",5,35,18,17,3,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"group,age,snap_sural_nerve,nis_ll,npsi",5,35,18,17,3,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"group,age,snap_sural_nerve,sas,npsi",5,35,18,17,3,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"diabetes_type,age,sex,snap_sural_nerve,nis_ll",5,35,18,17,3,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"diabetes_type,age,sex,snap_sural_nerve,sas",5,35,18,17,3,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"diabetes_type,age,sex,snap_sural_nerve,npsi",5,35,18,17,3,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"diabetes_type,age,snap_sural_nerve,nis_ll,sas",5,35,18,17,3,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"diabetes_type,age,snap_sural_nerve,nis_ll,npsi",5,35,18,17,3,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"diabetes_type,age,snap_sural_nerve,sas,npsi",5,35,18,17,3,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"diabetes_type,sex,hba1c_pct,nis_ll,sas",5,35,18,17,3,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"group,diabetes_type,age,sas",4,35,18,17,3,3,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"group,age,sex,sas",4,35,18,17,3,3,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"group,age,sas,npsi",4,35,18,17,3,3,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"diabetes_type,age,npsi,ienfd_per_mm",4,35,18,17,3,2,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"group,age,snap_sural_nerve",3,35,18,17,4,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"diabetes_type,age,snap_sural_nerve",3,35,18,17,4,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"diabetes_type,hba1c_pct,sas",3,35,18,17,4,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"group,diabetes_type,age,snap_sural_nerve",4,35,18,17,4,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"group,age,sex,snap_sural_nerve",4,35,18,17,4,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"group,age,snap_sural_nerve,nis_ll",4,35,18,17,4,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"group,age,snap_sural_nerve,sas",4,35,18,17,4,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"group,age,snap_sural_nerve,npsi",4,35,18,17,4,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"diabetes_type,age,sex,snap_sural_nerve",4,35,18,17,4,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"diabetes_type,age,snap_sural_nerve,nis_ll",4,35,18,17,4,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"diabetes_type,age,snap_sural_nerve,sas",4,35,18,17,4,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"diabetes_type,age,snap_sural_nerve,npsi",4,35,18,17,4,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"group,diabetes_type,age,sex,snap_sural_nerve",5,35,18,17,4,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"group,diabetes_type,age,snap_sural_nerve,nis_ll",5,35,18,17,4,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"group,diabetes_type,age,snap_sural_nerve,sas",5,35,18,17,4,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"group,diabetes_type,age,snap_sural_nerve,npsi",5,35,18,17,4,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"group,age,sex,snap_sural_nerve,nis_ll",5,35,18,17,4,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"group,age,sex,snap_sural_nerve,sas",5,35,18,17,4,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"group,age,sex,snap_sural_nerve,npsi",5,35,18,17,4,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"group,age,snap_sural_nerve,nis_ll,sas",5,35,18,17,4,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"group,age,snap_sural_nerve,nis_ll,npsi",5,35,18,17,4,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"group,age,snap_sural_nerve,sas,npsi",5,35,18,17,4,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"diabetes_type,age,sex,snap_sural_nerve,nis_ll",5,35,18,17,4,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"diabetes_type,age,sex,snap_sural_nerve,sas",5,35,18,17,4,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"diabetes_type,age,sex,snap_sural_nerve,npsi",5,35,18,17,4,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"diabetes_type,age,snap_sural_nerve,nis_ll,sas",5,35,18,17,4,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"diabetes_type,age,snap_sural_nerve,nis_ll,npsi",5,35,18,17,4,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"diabetes_type,age,snap_sural_nerve,sas,npsi",5,35,18,17,4,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"diabetes_type,sex,hba1c_pct,nis_ll,sas",5,35,18,17,4,4,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"group,age",2,35,18,17,4,3,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"group,diabetes_type,age",3,35,18,17,4,3,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"group,age,sex",3,35,18,17,4,3,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"group,age,sex,sas",4,35,18,17,4,3,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"diabetes_type,snap_sural_nerve,nis_ll,npsi",4,35,18,17,4,2,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"group,diabetes_type,age,sex,ienfd_per_mm",5,35,18,17,4,2,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"diabetes_type,sex,snap_sural_nerve,nis_ll,npsi",5,35,18,17,4,2,0.892156862745098,0.8857142857142857,1.0,0.7647058823529411,
"diabetes_type,age,sex,sas",4,35,18,17,3,3,0.892156862745098,0.8571428571428571,0.9444444444444444,0.7647058823529411,
"group,duration_months,sas,npsi",4,35,18,17,3,3,0.892156862745098,0.8,0.8333333333333334,0.7647058823529411,
"diabetes_type,duration_months,sas,npsi",4,35,18,17,3,3,0.892156862745098,0.8,0.8333333333333334,0.7647058823529411,
"group,diabetes_type,age,hba1c_pct,npsi",5,35,18,17,3,3,0.892156862745098,0.8,0.8333333333333334,0.7647058823529411,
"group,diabetes_type,duration_months,sas,npsi",5,35,18,17,3,3,0.892156862745098,0.8,0.8333333333333334,0.7647058823529411,
"group,age,hba1c_pct,npsi,ienfd_per_mm",5,35,18,17,3,3,0.892156862745098,0.8,0.8333333333333334,0.7647058823529411,
"group,sex,duration_months,sas,npsi",5,35,18,17,3,3,0.892156862745098,0.8,0.8333333333333334,0.7647058823529411,
"diabetes_type,age,hba1c_pct,npsi,ienfd_per_mm",5,35,18,17,3,3,0.892156862745098,0.8,0.8333333333333334,0.7647058823529411,
"diabetes_type,sex,duration_months,sas,npsi",5,35,18,17,3,3,0.892156862745098,0.8,0.8333333333333334,0.7647058823529411,
"group,diabetes_type,duration_months,npsi",4,35,18,17,4,3,0.892156862745098,0.8,0.8333333333333334,0.7647058823529411,
"group,sex,duration_months,npsi",4,35,18,17,4,3,0.892156862745098,0.8,0.8333333333333334,0.7647058823529411,
"group,duration_months,sas,npsi",4,35,18,17,4,3,0.892156862745098,0.8,0.8333333333333334,0.7647058823529411,
"diabetes_type,sex,duration_months,npsi",4,35,18,17,4,3,0.892156862745098,0.8,0.8333333333333334,0.7647058823529411,
"diabetes_type,duration_months,sas,npsi",4,35,18,17,4,3,0.892156862745098,0.8,0.8333333333333334,0.7647058823529411,
"group,diabetes_type,duration_months,sas,npsi",5,35,18,17,4,3,0.892156862745098,0.8,0.8333333333333334,0.7647058823529411,
"group,sex,duration_months,sas,npsi",5,35,18,17,4,3,0.892156862745098,0.8,0.8333333333333334,0.7647058823529411,
