features,k,n,max_depth,min_leaf,auc_loocv,acc_loocv,sens,spec
"hba1c_pct,ienfd_per_mm",2,35,3,3,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"age,sex,hba1c_pct",3,35,3,3,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"age,hba1c_pct,snap_sural_nerve",3,35,3,3,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"age,hba1c_pct,npsi",3,35,3,3,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"age,hba1c_pct,ienfd_per_mm",3,35,3,3,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"sex,hba1c_pct,snap_sural_nerve",3,35,3,3,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"sex,hba1c_pct,npsi",3,35,3,3,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"sex,hba1c_pct,ienfd_per_mm",3,35,3,3,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"hba1c_pct,snap_sural_nerve,npsi",3,35,3,3,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"hba1c_pct,snap_sural_nerve,ienfd_per_mm",3,35,3,3,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"hba1c_pct,npsi,ienfd_per_mm",3,35,3,3,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"age,sex,hba1c_pct,snap_sural_nerve",4,35,3,3,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"age,sex,hba1c_pct,npsi",4,35,3,3,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"age,sex,hba1c_pct,ienfd_per_mm",4,35,3,3,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"age,hba1c_pct,snap_sural_nerve,npsi",4,35,3,3,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"age,hba1c_pct,snap_sural_nerve,ienfd_per_mm",4,35,3,3,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"age,hba1c_pct,npsi,ienfd_per_mm",4,35,3,3,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"sex,hba1c_pct,snap_sural_nerve,npsi",4,35,3,3,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"sex,hba1c_pct,snap_sural_nerve,ienfd_per_mm",4,35,3,3,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"sex,hba1c_pct,npsi,ienfd_per_mm",4,35,3,3,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"hba1c_pct,snap_sural_nerve,nis_ll,npsi",4,35,3,3,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"hba1c_pct,snap_sural_nerve,nis_ll,ienfd_per_mm",4,35,3,3,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"hba1c_pct,snap_sural_nerve,npsi,ienfd_per_mm",4,35,3,3,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"hba1c_pct,nis_ll,npsi,ienfd_per_mm",4,35,3,3,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
hba1c_pct,1,35,3,2,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"age,hba1c_pct",2,35,3,2,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"sex,hba1c_pct",2,35,3,2,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"hba1c_pct,snap_sural_nerve",2,35,3,2,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"hba1c_pct,nis_ll",2,35,3,2,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"hba1c_pct,npsi",2,35,3,2,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"hba1c_pct,ienfd_per_mm",2,35,3,2,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"age,sex,hba1c_pct",3,35,3,2,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"age,hba1c_pct,snap_sural_nerve",3,35,3,2,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"age,hba1c_pct,nis_ll",3,35,3,2,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"age,hba1c_pct,npsi",3,35,3,2,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"age,hba1c_pct,ienfd_per_mm",3,35,3,2,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"sex,hba1c_pct,snap_sural_nerve",3,35,3,2,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"sex,hba1c_pct,nis_ll",3,35,3,2,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"sex,hba1c_pct,npsi",3,35,3,2,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"sex,hba1c_pct,ienfd_per_mm",3,35,3,2,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"hba1c_pct,snap_sural_nerve,npsi",3,35,3,2,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"hba1c_pct,snap_sural_nerve,ienfd_per_mm",3,35,3,2,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"hba1c_pct,npsi,ienfd_per_mm",3,35,3,2,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"age,sex,hba1c_pct,snap_sural_nerve",4,35,3,2,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"age,sex,hba1c_pct,nis_ll",4,35,3,2,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"age,sex,hba1c_pct,npsi",4,35,3,2,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"age,sex,hba1c_pct,ienfd_per_mm",4,35,3,2,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"age,hba1c_pct,snap_sural_nerve,npsi",4,35,3,2,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"age,hba1c_pct,snap_sural_nerve,ienfd_per_mm",4,35,3,2,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"age,hba1c_pct,npsi,ienfd_per_mm",4,35,3,2,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"sex,hba1c_pct,snap_sural_nerve,npsi",4,35,3,2,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"sex,hba1c_pct,snap_sural_nerve,ienfd_per_mm",4,35,3,2,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"sex,hba1c_pct,npsi,ienfd_per_mm",4,35,3,2,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"hba1c_pct,snap_sural_nerve,nis_ll,npsi",4,35,3,2,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"hba1c_pct,snap_sural_nerve,nis_ll,ienfd_per_mm",4,35,3,2,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"hba1c_pct,snap_sural_nerve,npsi,ienfd_per_mm",4,35,3,2,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"hba1c_pct,nis_ll,npsi,ienfd_per_mm",4,35,3,2,0.9772727272727273,0.9714285714285714,0.9545454545454546,1.0
"hba1c_pct,nis_ll,npsi",3,35,3,2,0.9772727272727273,0.9142857142857143,0.8636363636363636,1.0
"sex,hba1c_pct,nis_ll,npsi",4,35,3,2,0.9772727272727273,0.9142857142857143,0.8636363636363636,1.0
"age,hba1c_pct,sas",3,35,2,4,0.9772727272727273,0.8857142857142857,0.8181818181818182,1.0
"sex,hba1c_pct,sas",3,35,2,4,0.9772727272727273,0.8857142857142857,0.8181818181818182,1.0
"age,hba1c_pct,snap_sural_nerve,sas",4,35,2,4,0.9772727272727273,0.8857142857142857,0.8181818181818182,1.0
"age,hba1c_pct,nis_ll,sas",4,35,2,4,0.9772727272727273,0.8857142857142857,0.8181818181818182,1.0
"age,hba1c_pct,sas,npsi",4,35,2,4,0.9772727272727273,0.8857142857142857,0.8181818181818182,1.0
"sex,hba1c_pct,snap_sural_nerve,sas",4,35,2,4,0.9772727272727273,0.8857142857142857,0.8181818181818182,1.0
"sex,hba1c_pct,nis_ll,sas",4,35,2,4,0.9772727272727273,0.8857142857142857,0.8181818181818182,1.0
"sex,hba1c_pct,sas,npsi",4,35,2,4,0.9772727272727273,0.8857142857142857,0.8181818181818182,1.0
"sex,hba1c_pct,sas",3,35,3,4,0.9772727272727273,0.8857142857142857,0.8181818181818182,1.0
"sex,hba1c_pct,snap_sural_nerve,sas",4,35,3,4,0.9772727272727273,0.8857142857142857,0.8181818181818182,1.0
"sex,hba1c_pct,nis_ll,sas",4,35,3,4,0.9772727272727273,0.8857142857142857,0.8181818181818182,1.0
"sex,hba1c_pct,sas,npsi",4,35,3,4,0.9772727272727273,0.8857142857142857,0.8181818181818182,1.0
"age,snap_sural_nerve,nis_ll",3,35,3,2,0.9755244755244756,0.9428571428571428,0.9545454545454546,0.9230769230769231
"age,sex,snap_sural_nerve,nis_ll",4,35,3,2,0.9755244755244756,0.9428571428571428,0.9545454545454546,0.9230769230769231
"age,hba1c_pct,snap_sural_nerve,nis_ll",4,35,3,2,0.9755244755244756,0.9428571428571428,0.9545454545454546,0.9230769230769231
"age,snap_sural_nerve,nis_ll,npsi",4,35,3,2,0.9755244755244756,0.9428571428571428,0.9545454545454546,0.9230769230769231
"age,snap_sural_nerve,nis_ll,ienfd_per_mm",4,35,3,2,0.9737762237762239,0.9142857142857143,0.9545454545454546,0.8461538461538461
"duration_months,nf155_mean_nm",2,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,nf186_mean_nm",2,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,caspr1_mean_nm",2,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"age,duration_months,nf155_mean_nm",3,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"age,duration_months,nf186_mean_nm",3,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"age,duration_months,caspr1_mean_nm",3,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"sex,duration_months,nf155_mean_nm",3,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"sex,duration_months,nf186_mean_nm",3,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"sex,duration_months,caspr1_mean_nm",3,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,hba1c_pct,nf155_mean_nm",3,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,hba1c_pct,nf186_mean_nm",3,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,hba1c_pct,caspr1_mean_nm",3,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,snap_sural_nerve,nf155_mean_nm",3,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,snap_sural_nerve,nf186_mean_nm",3,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,snap_sural_nerve,caspr1_mean_nm",3,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,nis_ll,nf155_mean_nm",3,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,nis_ll,nf186_mean_nm",3,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,nis_ll,caspr1_mean_nm",3,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,sas,nf155_mean_nm",3,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,sas,nf186_mean_nm",3,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,sas,caspr1_mean_nm",3,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,npsi,nf155_mean_nm",3,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,npsi,nf186_mean_nm",3,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,npsi,caspr1_mean_nm",3,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,ienfd_per_mm,nf155_mean_nm",3,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,ienfd_per_mm,nf186_mean_nm",3,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,ienfd_per_mm,caspr1_mean_nm",3,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,nf155_mean_nm,nf186_mean_nm",3,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,nf155_mean_nm,caspr1_mean_nm",3,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,nf186_mean_nm,caspr1_mean_nm",3,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"age,sex,duration_months,nf155_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"age,sex,duration_months,nf186_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"age,sex,duration_months,caspr1_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"age,duration_months,hba1c_pct,nf155_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"age,duration_months,hba1c_pct,nf186_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"age,duration_months,hba1c_pct,caspr1_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"age,duration_months,snap_sural_nerve,nf155_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"age,duration_months,snap_sural_nerve,nf186_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"age,duration_months,snap_sural_nerve,caspr1_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"age,duration_months,nis_ll,nf155_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"age,duration_months,nis_ll,nf186_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"age,duration_months,nis_ll,caspr1_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"age,duration_months,sas,nf155_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"age,duration_months,sas,nf186_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"age,duration_months,sas,caspr1_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"age,duration_months,npsi,nf155_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"age,duration_months,npsi,nf186_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"age,duration_months,npsi,caspr1_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"age,duration_months,ienfd_per_mm,nf155_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"age,duration_months,ienfd_per_mm,nf186_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"age,duration_months,ienfd_per_mm,caspr1_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"age,duration_months,nf155_mean_nm,nf186_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"age,duration_months,nf155_mean_nm,caspr1_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"age,duration_months,nf186_mean_nm,caspr1_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"sex,duration_months,hba1c_pct,nf155_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"sex,duration_months,hba1c_pct,nf186_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"sex,duration_months,hba1c_pct,caspr1_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"sex,duration_months,snap_sural_nerve,nf155_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"sex,duration_months,snap_sural_nerve,nf186_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"sex,duration_months,snap_sural_nerve,caspr1_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"sex,duration_months,nis_ll,nf155_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"sex,duration_months,nis_ll,nf186_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"sex,duration_months,nis_ll,caspr1_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"sex,duration_months,sas,nf155_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"sex,duration_months,sas,nf186_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"sex,duration_months,sas,caspr1_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"sex,duration_months,npsi,nf155_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"sex,duration_months,npsi,nf186_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"sex,duration_months,npsi,caspr1_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"sex,duration_months,ienfd_per_mm,nf155_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"sex,duration_months,ienfd_per_mm,nf186_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"sex,duration_months,ienfd_per_mm,caspr1_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"sex,duration_months,nf155_mean_nm,nf186_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"sex,duration_months,nf155_mean_nm,caspr1_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"sex,duration_months,nf186_mean_nm,caspr1_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,hba1c_pct,snap_sural_nerve,nf155_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,hba1c_pct,snap_sural_nerve,nf186_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,hba1c_pct,snap_sural_nerve,caspr1_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,hba1c_pct,nis_ll,nf155_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,hba1c_pct,nis_ll,nf186_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,hba1c_pct,nis_ll,caspr1_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,hba1c_pct,sas,nf155_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,hba1c_pct,sas,nf186_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,hba1c_pct,sas,caspr1_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,hba1c_pct,npsi,nf155_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,hba1c_pct,npsi,nf186_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,hba1c_pct,npsi,caspr1_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,hba1c_pct,ienfd_per_mm,nf155_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,hba1c_pct,ienfd_per_mm,nf186_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,hba1c_pct,ienfd_per_mm,caspr1_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,hba1c_pct,nf155_mean_nm,nf186_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,hba1c_pct,nf155_mean_nm,caspr1_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,hba1c_pct,nf186_mean_nm,caspr1_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,snap_sural_nerve,nis_ll,nf155_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,snap_sural_nerve,nis_ll,nf186_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,snap_sural_nerve,nis_ll,caspr1_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,snap_sural_nerve,sas,nf155_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,snap_sural_nerve,sas,nf186_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,snap_sural_nerve,sas,caspr1_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,snap_sural_nerve,npsi,nf155_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,snap_sural_nerve,npsi,nf186_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,snap_sural_nerve,npsi,caspr1_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,snap_sural_nerve,ienfd_per_mm,nf155_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,snap_sural_nerve,ienfd_per_mm,nf186_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,snap_sural_nerve,ienfd_per_mm,caspr1_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,snap_sural_nerve,nf155_mean_nm,nf186_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,snap_sural_nerve,nf155_mean_nm,caspr1_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,snap_sural_nerve,nf186_mean_nm,caspr1_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,nis_ll,sas,nf155_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,nis_ll,sas,nf186_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,nis_ll,sas,caspr1_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,nis_ll,npsi,nf155_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,nis_ll,npsi,nf186_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,nis_ll,npsi,caspr1_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,nis_ll,ienfd_per_mm,nf155_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,nis_ll,ienfd_per_mm,nf186_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,nis_ll,ienfd_per_mm,caspr1_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,nis_ll,nf155_mean_nm,nf186_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,nis_ll,nf155_mean_nm,caspr1_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,nis_ll,nf186_mean_nm,caspr1_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,sas,npsi,nf155_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,sas,npsi,nf186_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,sas,npsi,caspr1_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,sas,ienfd_per_mm,nf155_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,sas,ienfd_per_mm,nf186_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,sas,ienfd_per_mm,caspr1_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,sas,nf155_mean_nm,nf186_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,sas,nf155_mean_nm,caspr1_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,sas,nf186_mean_nm,caspr1_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,npsi,ienfd_per_mm,nf155_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,npsi,ienfd_per_mm,nf186_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,npsi,ienfd_per_mm,caspr1_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,npsi,nf155_mean_nm,nf186_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,npsi,nf155_mean_nm,caspr1_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,npsi,nf186_mean_nm,caspr1_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,ienfd_per_mm,nf155_mean_nm,nf186_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,ienfd_per_mm,nf155_mean_nm,caspr1_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,ienfd_per_mm,nf186_mean_nm,caspr1_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,nf155_mean_nm,nf186_mean_nm,caspr1_mean_nm",4,32,1,4,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,nf155_mean_nm",2,32,1,3,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,nf186_mean_nm",2,32,1,3,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,caspr1_mean_nm",2,32,1,3,0.9736842105263157,0.96875,0.9473684210526315,1.0
"age,duration_months,nf155_mean_nm",3,32,1,3,0.9736842105263157,0.96875,0.9473684210526315,1.0
"age,duration_months,nf186_mean_nm",3,32,1,3,0.9736842105263157,0.96875,0.9473684210526315,1.0
"age,duration_months,caspr1_mean_nm",3,32,1,3,0.9736842105263157,0.96875,0.9473684210526315,1.0
"sex,duration_months,nf155_mean_nm",3,32,1,3,0.9736842105263157,0.96875,0.9473684210526315,1.0
"sex,duration_months,nf186_mean_nm",3,32,1,3,0.9736842105263157,0.96875,0.9473684210526315,1.0
"sex,duration_months,caspr1_mean_nm",3,32,1,3,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,hba1c_pct,nf155_mean_nm",3,32,1,3,0.9736842105263157,0.96875,0.9473684210526315,1.0
"duration_months,hba1c_pct,nf186_mean_nm",3,32,1,3,0.9736842105263157,0.96875,0.9473684210526315,1.0
